Dataset,Model_Label,Model_Family,Selection_Mode,Rank_in_saved_results,Model_Features,Saved_R2_val_log,Saved_R2_cv_mean_log,Saved_R2_val_d,Saved_RMSE_val_d,Saved_Selection_Score,N_rows,N_e_converged,N_c_lt_e,N_converged_and_c_lt_e,Pct_converged_and_c_lt_e,RMSE_d_pred_vs_d_csds,R2_d_pred_vs_d_csds,N_d_metric_rows,RMSE_e_pred_vs_e_csds,R2_e_pred_vs_e_csds,N_e_metric_rows,Mean_e_pred,Median_e_pred,Mean_residual_eq_515_abs,Mean_residual_eq_518_abs,Detailed_Output_File
FULL,FULL_poly_rank_4,polynomial,log,4,tau_r_div_tau_p + u_r_mm + tau_r_div_u_r + u_p_div_u_r + u_p_div_tau_r + u_r_x_u_p,0.9530340750050496,0.9770379125881348,-33.35341357616503,221.15551044052603,1.38090302062919,299,283,283,283,94.64882943143813,39.318916052689666,0.7685956974515572,299,3.3047336165687478,0.8847967318492526,283,6.522784264971232,2.897852018439323,3.955031041577759e-12,0.35622661803265576,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/full/FULL_poly_rank_4_e_predictions.csv
FULL,FULL_poly_rank_5,polynomial,log,5,tau_r_div_tau_p + u_r_mm + tau_r_div_u_r + u_p_div_u_r + u_p_div_tau_r + tau_p_div_u_p,0.9602023149379026,0.9627771985085624,0.8910589878688949,12.453990180868717,1.3804645317406736,299,283,283,283,94.64882943143813,42.946460847682815,0.7239275200654164,299,2.8044328989932623,0.9169611935874875,283,6.52712832305529,2.8995502626245826,4.622338632780301e-12,0.3853956069669122,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/full/FULL_poly_rank_5_e_predictions.csv
LOW_1,LOW_1_exp_log_rank_1,exponential,log,1,u_p_div_u_r + tau_peak_MPa_csds + tau_r_MPa + u_p_div_tau_p + tau_p_x_tau_r + u_r_div_tau_r,0.9579539428455917,0.928188223936709,0.2233831539042071,4.669210591169994,1.3600390931563089,163,159,159,159,97.54601226993866,5.800156300927931,0.46986823348981777,163,4.233742571873281,0.886358772286463,159,8.210671902519978,2.9781872617068323,2.8779648126557058e-12,0.10399287351277148,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_log_rank_1_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_1,exponential,d,1,u_r_div_tau_p + tau_r_div_u_p + u_p_div_tau_p + sigma_n_x_u_r + u_p_div_u_r + tau_p_div_sigma_n,0.8344912311457373,0.7174784311685111,0.8928353915981684,1.7344658331038811,1.1819891370120077,163,145,145,145,88.95705521472392,6.682108564589788,0.2963908321490404,163,5.538142959564048,0.8191560038719545,145,7.954228141983539,2.7843813002384383,3.5065452457392265e-12,0.20270872610673638,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_1_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_2,exponential,d,2,u_p_div_u_r + u_p_div_tau_p + u_p_div_tau_r + tau_r_div_tau_p + u_r_div_tau_p + tau_r_div_u_p,0.8528309857486782,0.7113652961849259,0.8714988720725168,1.8992998257314215,1.1572265067087468,163,144,144,144,88.34355828220859,6.395431222087481,0.35546856964195084,163,5.052294998535527,0.850231153805154,144,8.005178527024936,2.8018267116944475,6.311960213759941e-12,0.1784019588278016,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_2_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_3,exponential,d,3,tau_r_div_u_p + sigma_n_div_u_p + u_r_div_tau_p + u_p_div_tau_p + tau_p_div_sigma_n + u_p_div_u_r,0.839664056212486,0.7022320453685,0.8718784375977005,1.8964926835348517,1.1522943462151822,163,145,145,145,88.95705521472392,6.722208462652504,0.28792065693406477,163,5.513436091308723,0.8201402509475407,145,7.937184683215054,2.7871674056351567,4.031002351835327e-12,0.19546258168534844,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_3_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_4,exponential,d,4,u_p_div_tau_r + tau_r_div_u_p + tau_r_div_tau_p + u_p_div_u_r + u_r_div_tau_r,0.8525370775539646,0.7098381496606019,0.8535869282464237,2.0273558503632203,1.1511082422863363,163,143,143,143,87.73006134969326,6.401572118283359,0.35423021660261356,163,4.784386907976205,0.8638349549229847,143,7.783633488280134,2.77992827677533,6.674693431995416e-12,0.19332285138318256,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_4_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_5,exponential,d,5,u_p_div_u_r + tau_r_div_tau_p + sigma_n_x_u_r + u_p_div_tau_p + sigma_n_div_u_r + tau_r_div_u_p,0.869671688779061,0.73363279319213,0.847942370399707,2.066065884472097,1.142972336872461,163,151,151,151,92.63803680981596,6.334964333755633,0.3675986576847702,163,4.975953363228028,0.8487805680622862,151,8.159505438918874,2.852965837497788,5.116103273184344e-12,0.19474163214185966,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_5_e_predictions.csv
LOW_1,LOW_1_poly_rank_1,polynomial,log,1,u_r_div_tau_r + tau_peak_MPa_csds + u_p_div_u_r + tau_r_div_tau_p,0.9793188750268284,0.9654464973220976,0.8545353963561753,2.0207785461726777,1.419550813487295,163,159,159,159,97.54601226993866,1.7089776572389608,0.9539767583858294,163,3.383659178005399,0.9273921034210904,159,8.21695349975045,3.3335046548470753,6.326078724453126e-12,0.07285992965433537,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_poly_rank_1_e_predictions.csv
LOW_1,LOW_1_poly_rank_2,polynomial,log,2,tau_r_div_tau_p + u_p_div_u_r + u_p_div_tau_r + tau_r_div_sigma_n + tau_peak_MPa_csds,0.9881261647081948,0.9660655721200924,0.9911634424664392,0.4980599415081708,1.4187950300042946,163,161,161,161,98.77300613496932,1.471712916946592,0.9658688722712218,163,3.8765417833597073,0.9038662503950652,161,8.086655364960642,3.2755198748339502,5.42572887929498e-12,0.06552886787282568,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_poly_rank_2_e_predictions.csv
LOW_1,LOW_1_poly_rank_3,polynomial,log,3,u_p_div_tau_p + tau_peak_MPa_csds + u_p_div_u_r + tau_r_div_sigma_n + tau_r_div_tau_p,0.9866053492715005,0.9645835552222822,0.9924509743698898,0.4603472026539548,1.4176398368674674,163,161,161,161,98.77300613496932,1.5389593984214542,0.9626785284468781,163,3.90434082985495,0.9024825383979619,161,8.011632346342957,3.2219930097135414,6.224261961603012e-12,0.06543515060886465,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_poly_rank_3_e_predictions.csv
LOW_1,LOW_1_poly_rank_4,polynomial,log,4,tau_r_div_tau_p + tau_p_div_sigma_n + tau_peak_MPa_csds + u_p_div_u_r + u_p_div_tau_p,0.986624585930945,0.964459914412284,0.9798759995576656,0.7516180786463317,1.4172657249859115,163,160,160,160,98.15950920245399,1.9783832369095604,0.9383227101924768,163,3.7704708808143867,0.909548763747293,160,8.04673576976115,3.2539018104709356,4.219040394826124e-12,0.0617607003194348,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_poly_rank_4_e_predictions.csv
LOW_1,LOW_1_poly_rank_5,polynomial,log,5,tau_r_div_tau_p + u_p_div_u_r + tau_r_div_sigma_n + u_r_div_tau_p + tau_peak_MPa_csds,0.9856375036972104,0.9657444958610896,0.9892257204193704,0.5499638947908398,1.4164654783206605,163,161,161,161,98.77300613496932,1.2525776181155723,0.9752762849703395,163,3.8742240388312648,0.9039811707935286,161,7.988670272590626,3.3356226712599084,7.102056692915059e-12,0.06675941432558763,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_1_poly_rank_5_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_1,exponential,log,1,u_p_div_u_r + tau_r_MPa + u_r_div_u_p + tau_r_div_tau_p,0.959451469117315,0.7946262180154052,0.8778965960941025,12.185202524050776,1.3019600534301894,69,69,69,69,100.0,8.85866564337453,0.8629163555994157,69,1.0339938145382306,0.9419655108554599,69,6.465635328900703,6.066488009127826,6.040585101362118e-12,0.20749434960551183,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_1_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_2,exponential,log,2,tau_r_div_tau_p + tau_r_MPa + u_p_div_u_r,0.95300474691645,0.7813817121850031,0.8260862690542923,14.542390496586789,1.2990752397741223,69,67,67,67,97.10144927536231,9.911984665252467,0.8283790647873667,69,0.849133241794257,0.9585055566940774,67,6.387968092768576,5.889033979900212,5.199323558755752e-12,0.19141838193052677,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_2_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_3,exponential,log,3,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa,0.956895334556514,0.7914772340446552,0.8693561139904824,12.604145596178524,1.298863465195329,69,68,68,68,98.55072463768116,9.380135971474452,0.8463023281868921,69,1.0829292204836332,0.9333810638760432,68,6.425742667361057,5.336205704027227,3.993152214116649e-12,0.19579558371534939,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_3_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_4,exponential,log,4,tau_r_div_tau_p + tau_p_x_tau_r + u_p_div_u_r + u_r_div_u_p,0.9585596720908138,0.7897286677745384,0.8783753731683226,12.161289489871136,1.298810944795742,69,69,69,69,100.0,8.966573900368823,0.8595563571754294,69,1.2487482952210982,0.9153552355040261,69,6.513487951383708,6.021985304584705,4.669433921648029e-12,0.2185677184326537,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_4_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_5,exponential,log,5,u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa + u_r_mm,0.95724258013353,0.7906911664457187,0.868875664723219,12.627300507691906,1.2987760671864417,69,68,68,68,98.55072463768116,9.348760437641706,0.8473288125373427,69,1.077010643635149,0.9341072643016476,68,6.424674428989009,5.329133052149194,3.969448952540902e-12,0.19676205590924936,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_5_e_predictions.csv
LOW_2,LOW_2_exp_d_rank_1,exponential,d,1,u_r_div_u_p + u_p_x_tau_p + tau_r_MPa + u_p_div_u_r + u_p_div_tau_r + tau_r_div_tau_p,0.9357939070493247,0.8096195392597787,0.9434776529367562,8.290466332124057,1.2745355569963677,69,69,69,69,100.0,8.227316455832291,0.8817597263985878,69,1.2883996805007207,0.9098944584435696,69,6.566175627919415,6.092509538938451,7.340260444554614e-12,0.20787223728553167,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_d_rank_1_e_predictions.csv
LOW_2,LOW_2_exp_d_rank_2,exponential,d,2,tau_r_div_tau_p + tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + u_r_x_tau_p + u_r_div_u_p,0.9376884300679856,0.8065758704586831,0.9410782831340802,8.464602389665941,1.2718531975709733,69,69,69,69,100.0,8.15622214363792,0.8837943851790381,69,0.9954930691393499,0.9462068760778178,69,6.490782520254261,6.119906886449281,6.133364347805503e-12,0.20902135623393972,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_d_rank_2_e_predictions.csv
LOW_2,LOW_2_exp_d_rank_3,exponential,d,3,u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa + u_r_div_u_p + u_r_x_tau_r,0.9552727040007084,0.8049573020885564,0.9403685669873834,8.515428157838508,1.2689445520644247,69,69,69,69,100.0,8.153718893337508,0.8838657042519777,69,1.1394858377054344,0.9295196344306569,69,6.526371928028733,6.088086793728043,8.520372813089363e-12,0.20909507712616107,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_d_rank_3_e_predictions.csv
LOW_2,LOW_2_exp_d_rank_4,exponential,d,4,u_p_div_u_r + tau_r_MPa + tau_r_div_tau_p + u_r_div_u_p + u_p_x_tau_r + tau_r_div_u_r,0.9577633166861628,0.797044397532806,0.9403328959547604,8.517974706596872,1.267399983389673,69,69,69,69,100.0,8.033838196488846,0.8872555473202839,69,1.2050595863691407,0.9211743921943261,69,6.529165044254211,6.347905330797777,5.5245759657806124e-12,0.21690609497120908,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_d_rank_4_e_predictions.csv
LOW_2,LOW_2_exp_d_rank_5,exponential,d,5,u_p_div_u_r + u_p_div_tau_r + tau_r_div_tau_p + u_p_x_tau_r + u_r_div_u_p + tau_r_MPa,0.9588813754196316,0.801726199370333,0.939034338906806,8.610165712052561,1.2659777927267364,69,69,69,69,100.0,8.182000702131903,0.8830586653434902,69,1.5143931142808316,0.8755119864712316,69,6.604121383037956,6.071692928782591,4.626952605276792e-12,0.20850603528696549,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_exp_d_rank_5_e_predictions.csv
LOW_2,LOW_2_poly_rank_1,polynomial,log,1,u_p_div_u_r + tau_r_div_tau_p,0.987968674129194,0.9053147563731644,0.995292398740688,2.392592303838576,1.4154135786632696,69,69,69,69,100.0,3.167140147891387,0.9824780036924974,69,0.5553857500639694,0.9832567504812683,69,6.3306728071234435,6.0396118850744305,6.1069120774796515e-12,0.24408114254796628,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_poly_rank_1_e_predictions.csv
LOW_2,LOW_2_poly_rank_2,polynomial,log,2,u_p_div_u_r + tau_r_div_tau_p + u_r_div_u_p,0.9918446402195584,0.914332297957003,0.996622813122818,2.026499088674415,1.414466733418911,69,69,69,69,100.0,3.026234106683952,0.9840024283301266,69,0.5463247162949838,0.9837986209817213,69,6.377817806803253,5.925535132545646,6.969442736292059e-12,0.24397537873576838,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_poly_rank_2_e_predictions.csv
LOW_2,LOW_2_poly_rank_3,polynomial,log,3,tau_r_div_tau_p + u_r_div_u_p + u_p_div_u_r + tau_peak_MPa_csds,0.9868404753002415,0.945038559878762,0.8244604593584055,14.6102061885322,1.414310330152197,69,69,69,69,100.0,3.533205568755355,0.9781934564143755,69,0.5490930750421357,0.9836340124111638,69,6.246375549636078,5.994210373273682,4.778409552099931e-12,0.15336523580183894,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_poly_rank_3_e_predictions.csv
LOW_2,LOW_2_poly_rank_4,polynomial,log,4,u_r_div_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa,0.991054104383637,0.93720144888042,0.939758739263682,8.558859405453418,1.413474229653813,69,69,69,69,100.0,3.120188078089072,0.9829936713535591,69,0.5539430680711466,0.9833436227554138,69,6.251698261606128,5.986694165327822,3.1313502515588523e-12,0.16052884805028608,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_poly_rank_4_e_predictions.csv
LOW_2,LOW_2_poly_rank_5,polynomial,log,5,tau_r_div_tau_p + u_r_div_u_p + u_p_div_u_r + tau_p_x_tau_r,0.9880611193404412,0.9404669821498988,0.8673593239345438,12.700102604399266,1.4126348979625798,69,69,69,69,100.0,3.32807397761596,0.980652049658938,69,0.5565938125833246,0.9831838321871542,69,6.246906893147561,5.986169689150141,6.11729990334484e-12,0.15531561872972316,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/low/LOW_2_poly_rank_5_e_predictions.csv
HIGH,HIGH_exp_log_rank_1,exponential,log,1,delta_peak_mm + tau_p_div_u_r + tau_r_div_u_r + u_p_div_u_r + u_p_div_tau_p,0.8902372164526314,0.4704545324063846,0.7271911479651227,30.29166929417075,1.0673900994081291,67,64,64,64,95.5223880597015,142.55377093295172,0.19454117812042448,67,0.6930082457614647,0.9234735599422054,64,2.9007183748627767,1.6413489335523659,6.1374516580059435e-12,1.40351132454691,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_log_rank_1_e_predictions.csv
HIGH,HIGH_exp_log_rank_2,exponential,log,2,tau_p_div_u_r + tau_r_div_u_r + u_r_div_u_p + u_p_div_u_r + u_p_div_tau_p,0.8821115216176166,0.4684214052558734,0.6860956853979994,32.4932102215937,1.0597890266647871,67,63,63,63,94.02985074626865,141.98314595181466,0.20097657483289366,67,1.2379300392816694,0.7398685592470395,63,2.9192570088430894,1.5372615737584976,4.911598464801384e-12,1.2782457462723777,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_log_rank_2_e_predictions.csv
HIGH,HIGH_exp_log_rank_3,exponential,log,3,tau_r_div_u_r + u_p_div_u_r + tau_p_div_u_r + u_p_div_tau_p + tau_p_div_u_p,0.8723400121859026,0.4824307334977126,0.6956369121358534,31.99557862053628,1.0571957480130938,67,61,61,61,91.04477611940298,141.95419547027308,0.20130238469487416,67,0.6153009473177014,0.9008880413398433,61,2.449653915282262,1.4784985970673565,3.4191047079189717e-12,1.2925124364384681,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_log_rank_3_e_predictions.csv
HIGH,HIGH_exp_log_rank_4,exponential,log,4,tau_r_div_u_r + u_p_div_u_r + tau_p_div_u_r + u_p_div_tau_p + tau_p_x_tau_r,0.8745034818226078,0.4760346764975663,0.6588808144918625,33.87248435021665,1.0549059158743614,67,66,66,66,98.50746268656717,142.44355474483442,0.19578618598209507,67,0.8327917643544247,0.8957780963520344,66,3.0592321041948844,1.6478257894035573,2.6712975266140018e-12,1.4007931725471259,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_log_rank_4_e_predictions.csv
HIGH,HIGH_exp_d_rank_1,exponential,d,1,u_r_div_tau_r + delta_peak_mm + u_p_div_tau_p + tau_r_div_tau_p + u_r_div_u_p,0.1908910254790187,0.5009517881897046,0.8235144460166726,24.36399821601519,1.0076960087940663,67,65,65,65,97.01492537313433,146.66845393372512,0.14737247155561906,67,0.8693881706777781,0.8871410957757312,65,2.7813279716222166,1.5287230465132073,3.698006003980061e-12,1.5620119334656233,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_d_rank_1_e_predictions.csv
HIGH,HIGH_exp_d_rank_2,exponential,d,2,u_r_div_tau_r + u_p_div_u_r + tau_r_div_tau_p + delta_peak_mm + tau_p_div_u_p + u_p_div_tau_p,0.8343590919540227,0.4203435252257619,0.860934646138555,21.627357061678975,0.9909806435024138,67,59,59,59,88.05970149253731,140.45110069692007,0.21812699927624268,67,0.5677478450291702,0.9140217212011008,59,2.4130585488042255,1.4720929535029708,4.7469598873164416e-12,1.0117779287442492,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_d_rank_2_e_predictions.csv
HIGH,HIGH_exp_d_rank_3,exponential,d,3,delta_peak_mm + u_p_div_u_r + u_p_div_tau_p + u_r_div_tau_r,0.870700559557666,0.4768198003872353,0.7910887748126854,26.50787205955176,0.9700718984900688,67,66,66,66,98.50746268656717,146.36945296541333,0.15084529193032414,67,1.1844911604089838,0.7891615542218285,66,3.0856188298360028,1.5737982242636956,4.659831443268903e-12,1.044401438082691,/Users/hariderarako/Desktop/python/data/processed/e_from_all_retained_d_models/high/HIGH_exp_d_rank_3_e_predictions.csv
